,id,title,popularity,release_date
3507,76492,Hotel Transylvania,51.671,2012-09-20
3508,1630,The People vs. Larry Flynt,12.965,1996-12-25
3509,1573,Die Hard 2,37.712,1990-07-03
3510,468224,Tolkien,19.032,2019-05-03
3511,339692,Shot Caller,50.495,2017-07-13
3512,868,Tsotsi,8.323,2005-12-23
3513,854,The Mask,65.841,1994-07-29
3514,1064213,Anora,434.204,2024-10-14
3515,551271,Medieval,19.853,2022-09-08
3516,542417,Skin,14.177,2019-07-26
3517,359410,Road House,103.306,2024-03-08
3518,65215,Family Guy Presents: Stewie Griffin: The Untold Story,16.602,2005-07-23
3519,37495,Four Lions,12.373,2010-05-07
3520,11337,Stardust Memories,10.435,1980-09-26
3521,8072,Alphaville,11.299,1965-05-05
3522,13198,Wristcutters: A Love Story,8.937,2007-10-19
3523,3033,Gods and Monsters,11.769,1998-09-12
3524,2758,Addams Family Values,33.556,1993-11-19
3525,1382,Me and You and Everyone We Know,10.287,2005-06-17
3526,14506,The Adventures of Baron Munchausen,19.733,1988-12-07
3527,13675,Frosty the Snowman,12.05,1969-12-07
3528,8653,The Isle,9.691,2000-04-22
3529,3053,The Fearless Vampire Killers,13.281,1967-11-13
3530,2048,"I, Robot",47.731,2004-07-15
3531,458253,Missing Link,17.081,2019-04-04
3532,103747,The Angels' Share,8.963,2012-06-01
3533,9007,Just Like Heaven,19.641,2005-09-16
3534,6878,Homeward Bound: The Incredible Journey,18.094,1993-02-03
3535,718789,Lightyear,31.606,2022-06-15
3536,450489,Irreplaceable You,10.875,2018-02-16
3537,274870,Passengers,26.6,2016-12-21
3538,38366,The Cyclone,6.61,1996-12-20
3539,1643,Last Tango in Paris,14.498,1972-12-15
3540,820722,The Good Boss,10.058,2021-10-15
3541,11033,Dressed to Kill,18.065,1980-07-25
3542,1106739,Juror #2,115.491,2024-10-30
3543,925102,The Night of the 12th,9.191,2022-07-13
3544,725201,The Gray Man,44.795,2022-07-13
3545,46705,Blue Valentine,23.014,2010-12-26
3546,25676,Rob-B-Hood,23.719,2006-09-28
3547,9952,Rescue Dawn,14.324,2006-09-09
3548,975773,Wicked Little Letters,21.165,2024-02-23
3549,14030,"Hello, Dolly!",10.984,1969-12-12
3550,11006,Smokey and the Bandit,16.326,1977-05-26
3551,1553,The Beat That My Heart Skipped,8.603,2005-03-16
3552,717980,Sharper,15.11,2023-02-10
3553,116440,"Maggie Simpson in ""The Longest Daycare""",10.476,2012-07-12
3554,14637,Nothing But the Truth,12.278,2008-12-19
3555,9732,The Lion King II: Simba's Pride,89.506,1998-10-24
3556,734265,Love Hard,16.249,2021-11-05
3557,19703,A Wednesday!,5.921,2008-09-05
3558,12153,White Chicks,80.124,2004-06-23
3559,1412,"sex, lies, and videotape",21.75,1989-08-04
3560,758330,"Good Luck to You, Leo Grande",35.135,2022-06-16
3561,491472,At Eternity's Gate,15.852,2018-11-15
3562,441829,Team Thor: Part 2,9.229,2017-02-14
3563,55787,Water for Elephants,14.685,2011-04-15
3564,28053,City Island,9.854,2009-03-06
3565,12225,Cashback,18.593,2007-01-17
3566,10122,Flight of the Navigator,16.05,1986-07-30
3567,1165,The Queen,12.137,2006-09-15
3568,664031,Out of My League,13.602,2020-10-22
3569,429199,The Other Side of Hope,9.282,2017-02-03
3570,180863,T2 Trainspotting,20.802,2017-01-27
3571,33680,Grand Hotel,12.626,1932-05-25
3572,31967,Dante's Inferno: An Animated Epic,12.869,2010-02-09
3573,9778,Serendipity,24.001,2001-10-05
3574,659,The Tin Drum,18.274,1979-05-02
3575,407890,Lean on Pete,12.497,2018-04-06
3576,24684,An Education,11.652,2009-10-29
3577,10776,Little Shop of Horrors,18.768,1986-12-19
3578,320,Insomnia,29.312,2002-05-24
3579,74534,The Best Exotic Marigold Hotel,15.163,2012-02-23
3580,37653,The Three Brothers,9.061,1995-12-13
3581,16093,Carnival of Souls,9.982,1962-11-02
3582,13127,SPL: Kill Zone,15.808,2005-11-18
3583,11527,Excalibur,19.57,1981-04-10
3584,9812,Thursday,11.661,1998-09-25
3585,384677,Set It Up,16.317,2018-06-15
3586,227735,Dolphin Tale 2,11.681,2014-09-11
3587,204082,Homefront,31.854,2013-11-12
3588,49018,Insidious,39.5,2011-03-31
3589,10882,Sleeping Beauty,44.223,1959-02-17
3590,31900,Gainsbourg: A Heroic Life,5.869,2010-01-20
3591,2253,Valkyrie,26.789,2008-12-25
3592,10236,The Way We Were,16.396,1973-10-17
3593,1662,State of Grace,11.57,1990-09-14
3594,676,Pearl Harbor,46.95,2001-05-21
3595,646389,Plane,39.536,2023-01-12
3596,334304,Belle and Sebastian: The Adventure Continues,10.193,2015-12-08
3597,120475,Dragon Ball: Episode of Bardock,23.799,2011-12-17
3598,12528,Southern Comfort,13.272,1981-09-24
3599,11916,Two Mules for Sister Sara,12.385,1970-03-02
3600,10707,The Squid and the Whale,12.243,2005-10-05
3601,1139566,Through My Window 3: Looking at You,144.57,2024-02-23
3602,868759,Ghosted,74.726,2023-04-18
3603,114955,Let It Shine,14.586,2012-06-15
3604,26736,Wizards of Waverly Place: The Movie,16.154,2009-08-28
3605,13435,Antwone Fisher,10.08,2002-12-19
3606,564,The Mummy,57.688,1999-04-16
3607,11536,The Misfits,15.725,1961-02-01
3608,1182047,The Apprentice,50.877,2024-10-09
3609,713704,Evil Dead Rise,61.148,2023-04-12
3610,422803,A Shaun the Sheep Movie: Farmageddon,13.954,2019-09-26
3611,339987,The Exception,10.745,2017-06-02
3612,76025,Shame,27.177,2011-10-02
3613,11820,Mona Lisa Smile,20.466,2003-12-19
3614,9929,Asterix and Cleopatra,10.508,1968-12-19
3615,9434,Grosse Pointe Blank,12.309,1997-04-11
3616,8390,"Definitely, Maybe",23.276,2008-02-08
3617,3432,Mr. Brooks,15.726,2007-06-01
3618,192141,No Escape,25.565,2015-08-26
3619,175112,Tinker Bell and the Pirate Fairy,35.226,2014-02-13
3620,60670,The Crimson Rivers,10.305,2000-09-27
3621,599281,Fear of Rain,14.73,2021-02-12
3622,534259,Blinded by the Light,10.208,2019-08-09
3623,304410,The Bélier Family,12.294,2014-12-17
3624,12101,Soylent Green,18.139,1973-04-18
3625,10166,The Witches,20.943,1990-05-25
3626,505706,The Golden Glove,12.822,2019-02-21
3627,458342,Private Life,11.226,2018-10-05
3628,400535,Sicario: Day of the Soldado,47.871,2018-06-27
3629,283564,SlugTerra: Return of the Elementals,10.906,2014-08-02
3630,204668,Belle and Sebastian,7.483,2013-12-18
3631,13192,Moonwalker,17.355,1988-10-29
3632,11971,Much Ado About Nothing,14.815,1993-05-07
3633,11864,Enemy Mine,15.463,1985-12-12
3634,364,Batman Returns,45.414,1992-06-19
3635,617762,The Electrical Life of Louis Wain,15.279,2021-10-21
3636,591538,The Tragedy of Macbeth,21.029,2021-12-05
3637,426613,The Miseducation of Cameron Post,12.242,2018-07-18
3638,103269,Superman vs. The Elite,12.845,2012-06-12
3639,5876,The Mist,37.72,2007-11-21
3640,1005331,Carry-On,627.522,2024-12-05
3641,93456,Despicable Me 2,52.289,2013-06-26
3642,48714,The Big Shave,7.263,1967-12-29
3643,10560,Center Stage,16.234,2000-05-12
3644,10228,Pokémon: The First Movie,30.418,1998-07-18
3645,760336,Munich: The Edge of War,11.696,2022-01-06
3646,465914,If Beale Street Could Talk,13.15,2018-12-14
3647,68721,Iron Man 3,57.939,2013-04-18
3648,24420,The Time Traveler's Wife,21.062,2009-08-14
3649,457332,Hidden Strike,27.006,2023-07-06
3650,347031,Swiss Army Man,16.736,2016-06-24
3651,11893,Runaway Train,25.215,1985-11-15
3652,614488,Street Flow,10.372,2019-10-12
3653,335787,Uncharted,59.995,2022-02-10
3654,33914,Frankenweenie,9.107,1984-12-14
3655,11329,Runaway Jury,22.362,2003-01-16
3656,931,Don't Look Now,14.1,1973-01-18
3657,402,Basic Instinct,45.935,1992-03-20
3658,363088,Ant-Man and the Wasp,33.421,2018-07-04
3659,228108,The Road Within,10.495,2014-10-24
3660,227973,The Peanuts Movie,25.647,2015-11-05
3661,26466,Triangle,30.937,2009-10-16
3662,12244,9,31.728,2009-08-19
3663,447404,Pokémon Detective Pikachu,31.924,2019-05-03
3664,58522,Boris: The Film,6.126,2011-04-01
3665,18573,House of Wax,14.036,1953-04-16
3666,16938,Black Christmas,16.612,1974-10-11
3667,16281,Creepshow,13.567,1982-11-10
3668,8068,Desperado,24.361,1995-08-25
3669,2750,24 Hour Party People,9.635,2002-02-13
3670,883,Coffee and Cigarettes,9.524,2004-03-12
3671,354859,The Promise,14.292,2016-12-02
3672,338967,Zombieland: Double Tap,35.404,2019-10-09
3673,203819,Tracks,0.379,2013-12-19
3674,19204,The Beyond,12.655,1981-04-22
3675,560016,Monkey Man,71.256,2024-04-03
3676,484482,Sink or Swim,10.168,2018-10-24
3677,308266,War Dogs,35.336,2016-08-18
3678,11571,Journey to the Center of the Earth,18.886,1959-12-15
3679,2289,Cold Mountain,21.62,2003-12-24
3680,1381,The Fountain,19.324,2006-11-22
3681,660942,The Innocents,11.118,2021-09-03
3682,658760,Isi & Ossi,17.414,2020-02-14
3683,590854,The Hater,12.472,2020-03-06
3684,33196,Tidal Wave,22.379,2009-07-22
3685,12919,Can't Buy Me Love,18.263,1987-08-14
3686,10027,Unleashed,25.273,2005-02-02
3687,49519,The Croods,48.807,2013-03-15
3688,4836,Layer Cake,23.856,2004-09-30
3689,1072790,Anyone But You,86.254,2023-12-21
3690,384680,Hostiles,33.282,2017-12-22
3691,369883,Middle School: The Worst Years of My Life,12.647,2016-10-07
3692,62837,Dolphin Tale,10.182,2011-09-22
3693,25508,Cat People,11.228,1942-12-05
3694,25196,Crazy Heart,14.731,2009-12-16
3695,10644,The Unbearable Lightness of Being,20.227,1988-02-05
3696,10530,Pocahontas,38.857,1995-06-14
3697,618416,Penguin Bloom,10.42,2021-01-21
3698,85446,Step Up Revolution,20.613,2012-07-26
3699,68341,Cold Fish,14.85,2011-01-29
3700,1832,Dogma,16.887,1999-11-12
3701,602223,The Forever Purge,26.818,2021-06-30
3702,164052,The Strange Thing About the Johnsons,10.956,2011-01-22
3703,84329,Robot & Frank,10.53,2012-08-16
3704,19933,The Brave Little Toaster,10.727,1987-07-09
3705,1890,Children of a Lesser God,14.55,1986-09-13
3706,361292,Suspiria,25.261,2018-10-26
3707,179826,Odd Thomas,17.583,2013-01-29
3708,10423,Dragon: The Bruce Lee Story,18.788,1993-05-07
3709,892153,Tom and Jerry Cowboy Up!,14.849,2022-01-24
3710,14410,Notorious,20.006,2009-01-16
3711,2259,The House of the Spirits,15.427,1993-10-21
3712,1267,Meet the Robinsons,44.11,2007-03-23
3713,397538,Borg vs McEnroe,10.965,2017-09-08
3714,70667,Kon-Tiki,12.099,2012-08-24
3715,778,Monsieur Hulot's Holiday,11.011,1953-02-25
3716,157350,Divergent,55.022,2014-03-14
3717,38408,Life As We Know It,18.808,2010-10-02
3718,9663,Starman,14.389,1984-12-13
3719,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),43.122,2020-02-05
3720,20762,The Substitute,23.359,1996-04-19
3721,13253,Futurama: Bender's Game,9.585,2008-11-03
3722,11076,Fly Away Home,16.771,1996-09-13
3723,1535,Spy Game,19.486,2001-11-18
3724,699102,A Week Away,9.935,2021-03-26
3725,423899,Victoria & Abdul,10.589,2017-09-13
3726,140300,Kung Fu Panda 3,55.412,2016-01-23
3727,21588,Cemetery Man,14.174,1994-03-25
3728,834860,RETURN,5.43,1985-01-01
3729,17445,Green Lantern: First Flight,12.472,2009-07-28
3730,953,Madagascar,70.499,2005-05-25
3731,308,Broken Flowers,11.392,2005-07-31
3732,1029281,Strange Darling,133.11,2024-08-22
3733,14310,Infernal Affairs III,17.502,2003-12-12
3734,2322,Sneakers,41.923,1992-09-09
3735,676547,Prey for the Devil,32.435,2022-10-23
3736,500860,The Mustang,12.244,2019-03-15
3737,110415,Snowpiercer,54.341,2013-08-01
3738,11205,Wheels on Meals,24.679,1984-08-17
3739,1808,Velvet Goldmine,13.742,1998-08-28
3740,310593,Youth,18.767,2015-05-20
3741,68726,Pacific Rim,63.901,2013-07-11
3742,14746,Streets of Fire,14.479,1984-06-01
3743,1770,Michael Collins,13.385,1996-10-25
3744,360784,Hidden,37.92,2015-09-15
3745,210479,Locke,12.796,2014-04-10
3746,79108,Starbuck,6.722,2011-07-27
3747,9300,Orlando,13.557,1992-12-11
3748,6418,Hotel Chevalier,11.373,2007-10-26
3749,758679,Mothers' Instinct,27.621,2024-01-11
3750,537055,Wonder Woman: Bloodlines,15.101,2019-10-04
3751,13416,Friday Night Lights,18.175,2004-10-08
3752,12763,Take the Lead,14.458,2006-03-17
3753,454652,Colette,12.72,2018-09-21
3754,307103,SK1,7.315,2015-01-07
3755,226857,Endless Love,18.582,2014-02-12
3756,45284,Outrage,10.604,2010-05-17
3757,17965,The Abominable Dr. Phibes,7.496,1971-05-18
3758,9362,Tremors,34.705,1990-01-19
3759,820525,After Everything,91.68,2023-09-13
3760,512200,Jumanji: The Next Level,63.617,2019-12-04
3761,308084,Tangerine,12.943,2015-07-10
3762,291984,The Death & Life of John F. Donovan,8.784,2019-03-13
3763,19494,Nine to Five,12.124,1980-12-18
3764,437109,The Villainess,19.083,2017-06-08
3765,35854,Flash Point,19.591,2007-07-26
3766,12187,Heart and Souls,15.729,1993-08-13
3767,11561,Sleeper,10.445,1973-12-17
3768,10083,No Way Out,25.145,1987-08-14
3769,741074,Once Upon a Snowman,19.072,2020-10-23
3770,531876,The Outpost,18.953,2020-06-24
3771,131634,The Hunger Games: Mockingjay - Part 2,41.494,2015-11-18
3772,16270,Career Opportunities,20.12,1991-03-29
3773,113947,The Sessions,16.722,2012-05-02
3774,91010,Game Change,13.218,2012-02-28
3775,17578,The Adventures of Tintin,29.119,2011-10-24
3776,13939,Death Wish,19.184,1974-07-24
3777,11393,The Natural,14.012,1984-05-11
3778,6471,The Jerk,11.876,1979-12-14
3779,4193,Evil Under the Sun,14.186,1982-03-05
3780,2196,Death at a Funeral,14.971,2007-08-17
3781,1987,Benny's Video,9.619,1992-10-20
3782,777245,Women Talking,13.547,2022-12-23
3783,495193,Benji,19.517,2018-03-16
3784,22599,Star,7.965,2001-06-01
3785,9692,The Woodsman,7.72,2004-12-24
3786,2295,Clerks II,12.128,2006-07-21
3787,170657,Journey to the West: Conquering the Demons,18.935,2013-02-07
3788,51162,Winnie the Pooh,21.714,2011-04-06
3789,10779,The Frighteners,22.167,1996-07-18
3790,423646,In the Fade,12.358,2017-11-23
3791,390043,The Hitman's Bodyguard,31.408,2017-08-16
3792,11477,Common Wealth,7.368,2000-09-29
3793,1999,In the Bedroom,13.005,2001-11-23
3794,833425,No Exit,26.162,2022-02-24
3795,718821,Twisters,118.28,2024-07-10
3796,399402,Hunter Killer,36.008,2018-10-19
3797,252822,In Order of Disappearance,11.453,2014-02-21
3798,196254,Barbie Mariposa & the Fairy Princess,24.291,2013-08-25
3799,1958,8 Women,11.233,2002-02-06
3800,710,GoldenEye,32.744,1995-11-16
3801,470229,Summer of 84,21.79,2018-08-10
3802,221902,"Two Days, One Night",10.404,2014-05-21
3803,13931,Mike's New Car,22.924,2002-05-24
3804,1371,Rocky III,33.314,1982-05-28
3805,547,The Horse Whisperer,17.536,1998-02-01
3806,1034541,Terrifier 3,353.724,2024-10-09
3807,739993,Metal Lords,11.452,2022-04-08
3808,449992,The Night Comes for Us,18.158,2018-10-05
3809,33583,The Decameron,12.895,1971-08-25
3810,10323,Clash of the Titans,33.006,1981-06-12
3811,746131,"Paris, 13th District",13.693,2021-11-03
3812,605886,To Catch a Killer,24.763,2023-04-06
3813,602,Independence Day,41.25,1996-06-25
3814,400136,Resident Evil: Vendetta,20.885,2017-05-27
3815,322125,A Perfect Man,9.072,2015-03-18
3816,153158,Underdogs,24.181,2013-07-18
3817,59967,Looper,33.38,2012-09-26
3818,22494,Frequently Asked Questions About Time Travel,13.839,2009-04-24
3819,727745,The Kissing Booth 3,31.352,2021-08-11
3820,632856,Spirited,17.905,2022-11-10
3821,587301,School Life,11.904,2019-08-28
3822,556694,Three Thousand Years of Longing,21.854,2022-08-24
3823,541134,The Good Nurse,18.74,2022-10-19
3824,436270,Black Adam,72.911,2022-10-19
3825,323372,The Corpse of Anna Fritz,21.247,2015-03-15
3826,25195,Leap Year,32.213,2010-01-08
3827,805327,Look Both Ways,18.83,2022-08-16
3828,419743,Disobedience,56.858,2018-04-24
3829,83542,Cloud Atlas,34.175,2012-10-26
3830,17360,Escape to Victory,20.206,1981-06-17
3831,10443,Fearless,13.679,1993-10-15
3832,254,King Kong,45.339,2005-12-12
3833,1172676,Poison,13.535,2023-09-29
3834,934761,A Perfect Pairing,13.341,2022-05-19
3835,168903,Barbie in the Pink Shoes,15.665,2013-02-14
3836,2163,Breakdown,20.888,1997-05-02
3837,245473,Cloud 9,17.752,2014-01-17
3838,177888,Teen Beach Movie,17.35,2013-08-07
3839,9003,Hellraiser,25.896,1987-09-11
3840,718633,Bruised,9.512,2020-09-12
3841,425134,How to Be a Latin Lover,12.726,2017-03-06
3842,24100,The Little Vampire,13.214,2000-10-27
3843,17979,A Christmas Carol,30.469,2009-11-04
3844,7291,36th Precinct,9.424,2004-11-24
3845,249,The War of the Roses,13.476,1989-12-08
3846,930921,Strangeness,6.885,2022-10-27
3847,10217,The Sweet Hereafter,12.776,1997-09-25
3848,2140,Kiss of the Dragon,22.711,2001-07-06
3849,642208,Supernova,10.565,2020-11-20
3850,340684,Those People,6.854,2015-05-16
3851,337170,American Made,29.01,2017-08-18
3852,297802,Aquaman,37.309,2018-12-07
3853,12476,The Hidden,17.214,1987-10-30
3854,9602,Coming to America,37.601,1988-06-29
3855,929590,Civil War,143.777,2024-04-10
3856,592834,My Spy,28.07,2020-01-09
3857,514207,Invasion,36.329,2020-02-27
3858,31997,Saboteur,12.462,1942-04-24
3859,13785,Best in Show,12.135,2000-09-29
3860,9344,Kids,20.469,1995-07-28
3861,2023,Hidalgo,16.72,2004-02-04
3862,473072,2036: Nexus Dawn,13.095,2017-08-30
3863,57214,Project X,43.136,2012-03-01
3864,34463,Three Little Pigs,10.912,1933-05-27
3865,10218,Swingers,20.066,1996-10-18
3866,7305,Alive,21.333,1993-01-15
3867,919,Blood: The Last Vampire,11.542,2000-11-18
3868,296524,Deepwater Horizon,32.111,2016-09-28
3869,133121,Resident Evil: Damnation,25.311,2012-09-25
3870,82424,Small Fry,18.065,2011-11-23
3871,77459,A Monster in Paris,16.778,2011-10-12
3872,64688,21 Jump Street,37.189,2012-03-14
3873,9359,Maverick,20.252,1994-05-20
3874,846,The X Files,21.424,1998-06-19
3875,256591,Focus,29.226,2015-02-25
3876,48769,Gramps Is in the Resistance,7.074,1983-10-26
3877,9871,Ginger Snaps,16.415,2000-12-11
3878,9667,The Jacket,15.19,2005-03-04
3879,8882,Gomorrah,9.907,2008-05-16
3880,1951,Manderlay,10.872,2005-06-03
3881,974262,Descendants: The Rise of Red,116.945,2024-07-11
3882,51999,Perfect Sense,10.274,2011-09-29
3883,8009,Highlander,35.364,1986-03-07
3884,31175,Soul Kitchen,9.561,2009-09-09
3885,22373,Saturn in Opposition,10.887,2007-02-23
3886,9567,Tears of the Sun,35.258,2003-03-07
3887,18254,Reds,12.424,1981-12-25
3888,15805,Batman & Mr. Freeze: SubZero,13.098,1998-02-11
3889,9942,Major League,23.376,1989-02-16
3890,232672,Blended,77.741,2014-05-21
3891,2469,Tie Me Up! Tie Me Down!,17.058,1990-01-22
3892,522098,Babyteeth,8.523,2020-06-15
3893,513347,Flavors of Youth,13.966,2018-08-04
3894,437342,The First Omen,105.076,2024-04-03
3895,242090,The One I Love,10.005,2014-08-08
3896,35138,Little Big Soldier,16.637,2010-02-14
3897,28501,The Pit and the Pendulum,7.67,1961-08-23
3898,10858,Nixon,11.236,1995-12-22
3899,10015,Heartbreak Ridge,24.159,1986-12-05
3900,342672,4th Man Out,7.473,2015-05-26
3901,317560,Carrie Pilby,9.748,2017-03-31
3902,13179,Tinker Bell,44.329,2008-09-11
3903,10934,Under the Tuscan Sun,15.631,2003-09-20
3904,532865,The Dig,15.742,2021-01-14
3905,513310,Boss Level,27.764,2021-02-19
3906,11156,Coco Before Chanel,9.174,2009-04-22
3907,357953,Return,4.818,1975-09-04
3908,85889,Filth,12.953,2013-09-23
3909,22947,Up in the Air,16.917,2009-12-04
3910,11879,Near Dark,13.448,1987-10-02
3911,6399,Who Finds a Friend Finds a Treasure,11.225,1981-12-09
3912,526050,Little,19.082,2019-04-04
3913,337401,Mulan,45.432,2020-09-04
3914,171372,Frank,10.686,2014-05-09
3915,8052,Hard Eight,9.47,1996-05-15
3916,4012,The Believer,13.134,2001-08-23
3917,11087,The Hand that Rocks the Cradle,22.495,1992-01-10
3918,1246,Rocky Balboa,33.945,2006-12-20
3919,9762,Step Up,22.749,2006-08-11
3920,5889,Azumi,12.241,2003-05-10
3921,426865,UFO,14.473,2018-09-04
3922,337339,The Fate of the Furious,61.996,2017-04-12
3923,82507,Sinister,31.727,2012-03-29
3924,21946,Counter Investigation,6.374,2007-03-07
3925,9591,That Thing You Do!,11.28,1996-10-04
3926,9263,Now and Then,12.764,1995-10-20
3927,3472,Dirty Pretty Things,14.353,2002-09-05
3928,1102776,AKA,20.516,2023-04-28
3929,339405,Christine,9.334,2016-10-14
3930,14367,Adventures in Babysitting,13.169,1987-07-01
3931,7551,Déjà Vu,23.879,2006-11-22
3932,1921,Sweet November,15.154,2001-02-16
3933,1824,50 First Dates,37.442,2004-02-13
3934,1648,Bill & Ted's Excellent Adventure,18.588,1989-02-17
3935,974931,Totally Killer,22.636,2023-09-28
3936,278927,The Jungle Book,47.947,2016-04-07
3937,8769,Christine,24.383,1983-12-09
3938,181886,Enemy,26.708,2014-03-14
3939,127560,The Railway Man,11.842,2013-12-02
3940,11170,We Are Marshall,16.722,2006-12-12
3941,467956,The Professor,14.577,2018-05-17
3942,956842,Fly Me to the Moon,49.7,2024-07-10
3943,402298,Denial,13.093,2016-09-30
3944,265189,Force Majeure,11.216,2014-08-15
3945,44896,Rango,47.94,2011-03-02
3946,15143,Some Kind of Wonderful,12.573,1987-02-27
3947,9476,A Knight's Tale,35.551,2001-05-11
3948,936,The Pink Panther,20.724,1963-12-18
3949,50839,Margin Call,22.65,2011-02-11
3950,10276,What About Bob?,10.099,1991-05-17
3951,760883,Blood Red Sky,31.443,2021-07-23
3952,432087,Back to Burgundy,9.754,2017-06-14
3953,360920,The Grinch,89.143,2018-11-08
3954,8326,Holes,16.81,2003-04-18
3955,400155,Hotel Transylvania 3: Summer Vacation,48.964,2018-06-28
3956,393457,Fences,18.022,2016-12-16
3957,254470,Pitch Perfect 2,45.829,2015-05-07
3958,15167,Barbie in the Nutcracker,28.533,2001-09-30
3959,13497,Drumline,20.228,2002-12-13
3960,11593,Nobody's Fool,15.21,1994-12-23
3961,9059,Tales from the Crypt: Demon Knight,21.446,1995-01-13
3962,8953,Steamboy,12.112,2004-07-17
3963,2039,Moonstruck,22.523,1987-12-16
3964,1934,Shakespeare in Love,18.927,1998-12-11
3965,384018,Fast & Furious Presents: Hobbs & Shaw,93.575,2019-08-01
3966,9451,Election,19.712,1999-04-23
3967,207933,Stonehearst Asylum,31.958,2014-10-23
3968,192136,Mandela: Long Walk to Freedom,9.339,2013-11-28
3969,68924,The Ice Storm,22.101,1997-09-27
3970,19185,Night of the Living Dead,17.276,1990-10-19
3971,17845,Loft,13.867,2008-10-21
3972,16962,Barbie Fairytopia: Magic of the Rainbow,16.359,2007-03-13
3973,445629,Fighting with My Family,19.331,2019-02-14
3974,314402,Dheepan,9.075,2015-08-26
3975,294963,Bone Tomahawk,23.639,2015-10-23
3976,72976,Lincoln,22.688,2012-11-09
3977,42188,Never Let Me Go,18.261,2010-03-18
3978,29702,Tenebre,11.271,1982-10-28
3979,18444,Swiss Family Robinson,15.269,1960-12-21
3980,13909,She Wore a Yellow Ribbon,10.785,1949-10-22
3981,11873,The Color of Money,14.395,1986-10-17
3982,308032,The Stanford Prison Experiment,9.894,2015-07-17
3983,258216,Nymphomaniac: Vol. I,8.741,2013-12-25
3984,39104,Dragon Ball Z: Super Android 13!,24.739,1992-07-11
3985,8367,Robin Hood: Prince of Thieves,33.249,1991-06-14
3986,521777,Good Boys,21.595,2019-08-14
3987,14831,Help!,10.349,1965-07-29
3988,3683,Flags of Our Fathers,17.906,2006-10-18
3989,338952,Fantastic Beasts: The Crimes of Grindelwald,28.945,2018-11-14
3990,260514,Cars 3,71.232,2017-06-15
3991,168672,American Hustle,29.379,2013-12-03
3992,55292,Shaolin,11.954,2011-01-20
3993,12268,The Pink Panther Strikes Again,17.631,1976-12-15
3994,1817,Phone Booth,20.92,2003-04-04
3995,504172,The Mule,23.424,2018-12-14
3996,445571,Game Night,26.976,2018-02-15
3997,44249,The Legend Is Born: Ip Man,2.265,2010-06-24
3998,10019,Mannequin,26.691,1987-02-13
3999,527729,Asterix: The Secret of the Magic Potion,18.822,2018-05-12
4000,116979,Chained,10.82,2012-10-02
4001,11018,Year of the Dragon,9.92,1985-08-16
4002,10258,The Madagascar Penguins in a Christmas Caper,16.884,2005-09-23
4003,762504,Nope,51.773,2022-07-20
4004,369778,Chocolat,8.245,2016-02-03
4005,56804,Honeymoon Trips,5.799,1995-12-15
4006,18937,Quest for Camelot,19.26,1998-05-15
4007,9026,The Importance of Being Earnest,10.906,2002-05-17
4008,1871,Fantomas,11.667,1964-11-04
4009,846867,Mad God,12.734,2021-09-17
4010,441393,Ash Is Purest White,10.614,2018-09-21
4011,55347,Beginners,12.339,2011-06-03
4012,22971,Dear John,20.726,2010-02-04
4013,11463,Battle of Britain,11.883,1969-09-15
4014,21506,Noroi: The Curse,16.777,2005-08-20
4015,13285,Barbie Fairytopia: Mermaidia,25.251,2006-03-14
4016,7874,Black Snake Moan,11.941,2006-12-31
4017,1494,Curse of the Golden Flower,15.988,2006-12-14
4018,974635,Hit Man,53.971,2024-05-16
4019,882059,Boy Kills World,38.133,2024-04-24
4020,152737,August: Osage County,12.445,2013-12-26
4021,12560,The Big Chill,14.087,1983-09-30
4022,11134,Police Story 3: Super Cop,22.402,1992-07-04
4023,2787,Pitch Black,14.674,2000-02-18
4024,1680,King Kong vs. Godzilla,16.555,1962-08-11
4025,13275,Annapolis,47.376,2006-01-27
4026,16366,Joseph: King of Dreams,29.821,2000-11-07
4027,13813,Defiance,18.822,2008-12-31
4028,10998,Fatal Attraction,24.105,1987-09-18
4029,10138,Iron Man 2,79.491,2010-04-28
4030,10115,Stick It,13.592,2006-04-21
4031,957,Spaceballs,48.079,1987-06-24
4032,524434,Eternals,49.727,2021-11-03
4033,254578,Phoenix,8.631,2014-09-25
4034,110390,A Pigeon Sat on a Branch Reflecting on Existence,7.893,2014-10-24
4035,87502,Flight,32.387,2012-11-02
4036,9433,The Edge,20.087,1997-09-06
4037,8942,Wendy and Lucy,10.723,2008-12-10
4038,429300,Adrift,17.983,2018-05-31
4039,377154,Being 17,9.33,2016-02-27
4040,261102,The Misfits Club,10.119,2014-12-25
4041,65057,The Descendants,14.693,2011-09-09
4042,49049,Dredd,28.34,2012-09-07
4043,8272,The Savages,7.727,2007-11-28
4044,95,Armageddon,53.877,1998-07-01
4045,1118031,Apocalypse Z: The Beginning of the End,417.969,2024-10-04
4046,474350,It Chapter Two,60.552,2019-09-04
4047,34205,Halloweentown II: Kalabar's Revenge,12.787,2001-10-12
4048,24679,Bird,10.104,1988-06-01
4049,800815,The Pale Blue Eye,21.532,2022-12-22
4050,796499,Army of Thieves,30.24,2021-10-29
4051,520765,Go!,14.933,2020-01-16
4052,303857,Dragon Ball Z: Resurrection 'F',47.793,2015-04-18
4053,252171,A Girl Walks Home Alone at Night,11.99,2014-11-21
