,id,title,popularity,release_date
1407,377273,Aquarius,8.916,2016-09-01
1408,347201,Boruto: Naruto the Movie,53.415,2015-08-07
1409,75233,"Oslo, August 31st",8.289,2011-08-31
1410,16858,All That Jazz,13.981,1979-12-16
1411,8740,The Vanishing,15.543,1988-10-27
1412,3035,Frankenstein,18.39,1931-11-21
1413,529216,Mirage,15.582,2018-11-30
1414,251516,Kung Fury,11.941,2015-05-22
1415,27327,Phantom of the Paradise,16.453,1974-10-31
1416,12837,The Secret Life of Bees,11.165,2008-09-17
1417,22584,To Have and Have Not,8.251,1945-01-20
1418,18900,In Cold Blood,11.763,1967-12-15
1419,14919,Batman: Mask of the Phantasm,20.245,1993-12-25
1420,9509,Man on Fire,43.491,2004-04-23
1421,8333,The Taking of Pelham One Two Three,10.225,1974-10-02
1422,337703,The Red Turtle,15.963,2016-03-27
1423,194662,Birdman or (The Unexpected Virtue of Ignorance),36.604,2014-10-17
1424,9299,Thesis,14.219,1996-04-11
1425,431580,Abominable,33.383,2019-09-19
1426,327331,The Dirt,16.467,2019-03-22
1427,27632,Black Sunday,10.44,1960-08-11
1428,11421,C.R.A.Z.Y.,8.578,2005-05-27
1429,11016,Key Largo,9.209,1948-07-16
1430,290,Barton Fink,16.628,1991-08-01
1431,1155089,Justice League: Crisis on Infinite Earths Part One,43.064,2024-01-08
1432,508883,The Boy and the Heron,106.982,2023-07-14
1433,260513,Incredibles 2,56.376,2018-06-14
1434,15165,Barbie as The Princess & the Pauper,35.762,2004-09-28
1435,4689,Sympathy for Mr. Vengeance,13.213,2002-03-29
1436,261470,Sorry If I Call You Love,22.472,2014-06-20
1437,41498,One Piece Film: Strong World,22.703,2009-12-12
1438,187,Sin City,29.661,2005-04-01
1439,109,Three Colors: White,14.456,1994-01-26
1440,74643,The Artist,18.841,2011-10-12
1441,10907,The Adventures of Robin Hood,16.052,1938-05-13
1442,9470,Kung Fu Hustle,34.079,2004-02-10
1443,16619,Ordinary People,13.209,1980-09-19
1444,175,The Big Blue,19.181,1988-05-10
1445,37472,Ip Man 2,3.655,2010-04-29
1446,10683,Happiness,19.242,1998-10-11
1447,9075,Black Book,14.977,2006-09-14
1448,346648,Paddington 2,45.084,2017-11-09
1449,37916,Swept Away,14.077,1974-12-18
1450,37181,About Elly,12.0,2009-06-06
1451,36685,The Rocky Horror Picture Show,20.463,1975-08-14
1452,13060,Lifted,9.885,2006-12-28
1453,8741,The Thin Red Line,24.552,1998-12-23
1454,1902,Open Your Eyes,13.897,1997-12-19
1455,363,Head-On,8.521,2004-03-11
1456,76758,The Flowers of War,12.498,2011-12-15
1457,24226,The Verdict,16.588,1982-12-08
1458,574,The Man Who Knew Too Much,16.159,1956-05-16
1459,154,Star Trek II: The Wrath of Khan,17.695,1982-06-04
1460,374720,Dunkirk,55.117,2017-07-19
1461,32909,Mulan: Rise of a Warrior,12.337,2009-11-26
1462,19223,A Pure Formality,7.543,1994-05-15
1463,9008,The Insider,20.975,1999-10-28
1464,674324,The Banshees of Inisherin,19.922,2022-10-20
1465,13189,A Christmas Carol,17.561,1984-10-09
1466,16372,The Innocents,12.811,1961-12-15
1467,6114,Bram Stoker's Dracula,42.436,1992-11-13
1468,984,Dirty Harry,19.167,1971-12-23
1469,339403,Baby Driver,59.371,2017-06-28
1470,17654,District 9,26.598,2009-08-05
1471,4034,That Man from Rio,11.714,1964-02-05
1472,379,Miller's Crossing,19.821,1990-09-21
1473,434616,Patients,6.321,2017-03-01
1474,1677,Ray,22.005,2004-10-29
1475,568,Apollo 13,36.485,1995-06-30
1476,780382,The Wolf and the Lion,13.913,2021-10-13
1477,736073,"Batman: The Long Halloween, Part One",18.297,2021-06-21
1478,42994,Memories,19.404,1995-12-23
1479,2767,The Lovers on the Bridge,12.513,1991-10-16
1480,828,The Day the Earth Stood Still,16.243,1951-09-28
1481,1075794,Leo,74.676,2023-11-17
1482,718930,Bullet Train,48.156,2022-08-03
1483,440298,Cold War,8.599,2018-06-08
1484,28874,Summer Wars,14.218,2009-08-01
1485,877,Scarface,28.104,1932-04-09
1486,161,Ocean's Eleven,54.591,2001-12-07
1487,860159,Crush,17.435,2022-04-29
1488,466420,Killers of the Flower Moon,56.866,2023-10-18
1489,350312,Bāhubali 2: The Conclusion,25.235,2017-04-27
1490,11854,Kuch Kuch Hota Hai,13.99,1998-10-16
1491,3088,My Darling Clementine,14.504,1946-10-17
1492,339984,Miracles from Heaven,31.305,2016-03-17
1493,317442,The Last: Naruto the Movie,71.103,2014-12-06
1494,271110,Captain America: Civil War,74.003,2016-04-27
1495,771,Home Alone,3.865,1990-11-16
1496,499631,Fabrizio De André: Principe libero,4.421,2018-01-23
1497,458156,John Wick: Chapter 3 - Parabellum,69.739,2019-05-15
1498,33273,Cell 211,13.987,2009-11-06
1499,828613,About Fate,34.501,2022-09-08
1500,502897,Leto,6.567,2018-06-07
1501,11167,Peeping Tom,20.502,1960-05-16
1502,407445,Breathe,12.717,2017-10-13
1503,245891,John Wick,59.645,2014-10-22
1504,193756,Lone Survivor,40.675,2013-12-24
1505,18917,Alice,8.996,1988-08-03
1506,11704,The Secret of NIMH,16.492,1982-06-17
1507,9549,The Right Stuff,16.909,1983-10-20
1508,1895,Star Wars: Episode III - Revenge of the Sith,37.273,2005-05-17
1509,129670,Nebraska,13.061,2013-09-21
1510,15919,Marty,13.666,1955-04-11
1511,4254,Kal Ho Naa Ho,12.096,2003-11-27
1512,921785,Mixed by Erry,7.949,2023-03-02
1513,466272,Once Upon a Time... in Hollywood,65.902,2019-07-24
1514,228203,"McFarland, USA",14.782,2015-02-20
1515,10435,Chaplin,23.63,1992-12-17
1516,940,The Lady Vanishes,12.537,1938-10-07
1517,645886,The Unforgivable,22.006,2021-11-24
1518,65218,Lemonade Mouth,13.998,2011-04-15
1519,37719,A Night at the Opera,11.085,1935-11-15
1520,24192,The Gospel According to Matthew,9.576,1965-03-03
1521,630220,18 Presents,14.703,2020-01-02
1522,451480,The Guernsey Literary & Potato Peel Pie Society,17.589,2018-04-19
1523,395834,Wind River,40.773,2017-08-03
1524,11471,A Better Tomorrow,14.63,1986-08-02
1525,9028,The Great Silence,13.47,1968-11-22
1526,462,Erin Brockovich,24.11,2000-03-17
1527,768362,Missing,22.547,2023-01-19
1528,697843,Extraction 2,64.817,2023-06-09
1529,489418,In Safe Hands,7.036,2018-12-05
1530,39486,Secretariat,15.593,2010-08-20
1531,13754,Tekkonkinkreet,11.582,2006-10-21
1532,821881,The Swimmers,14.276,2022-11-24
1533,617653,The Last Duel,26.624,2021-10-13
1534,364433,They Call Me Jeeg,14.513,2016-02-25
1535,11349,Cape Fear,14.986,1962-04-12
1536,206487,Predestination,34.966,2014-08-28
1537,109689,I Want You,44.928,2012-06-22
1538,5781,That Obscure Object of Desire,19.889,1977-08-17
1539,146,"Crouching Tiger, Hidden Dragon",23.657,2000-07-06
1540,582014,Promising Young Woman,25.909,2020-12-13
1541,565310,The Farewell,14.273,2019-07-12
1542,376290,Miss Sloane,16.378,2016-11-25
1543,840326,Sisu,74.432,2022-09-09
1544,353081,Mission: Impossible - Fallout,60.711,2018-07-13
1545,227306,Unbroken,32.029,2014-12-25
1546,166666,3096 Days,20.683,2013-02-21
1547,14257,Delusions of Grandeur,10.64,1971-12-08
1548,13475,Star Trek,44.772,2009-05-06
1549,8094,The Magdalene Sisters,12.709,2002-08-30
1550,6916,"Watch Out, We're Mad",11.505,1974-03-29
1551,101299,The Hunger Games: Catching Fire,48.243,2013-11-15
1552,21542,Love Don't Co$t a Thing,29.399,2003-12-12
1553,11615,The Life of David Gale,17.299,2003-02-21
1554,11030,Zelig,7.856,1983-07-15
1555,292011,Richard Jewell,18.534,2019-12-13
1556,38985,Sorcerer,19.127,1977-06-24
1557,11562,Crimes and Misdemeanors,10.561,1989-10-13
1558,736069,Justice Society: World War II,11.605,2021-04-27
1559,382748,Stargirl,11.421,2020-03-10
1560,250219,I Can Quit Whenever I Want,6.497,2014-02-06
1561,190859,American Sniper,57.18,2014-12-25
1562,2503,The Bourne Ultimatum,34.902,2007-08-03
1563,686,Contact,40.139,1997-07-11
1564,395991,Only the Brave,31.491,2017-09-22
1565,319373,Sweet Bean,8.816,2015-05-30
1566,11829,Trinity Is Still My Name,13.75,1971-10-21
1567,1653,The Motorcycle Diaries,13.183,2004-02-06
1568,20558,Scooby-Doo! in Where's My Mummy?,16.115,2005-05-13
1569,9454,EverAfter,24.359,1998-07-31
1570,839,Duel,17.71,1971-11-13
1571,626,Un Chien Andalou,12.259,1929-06-05
1572,51828,One Day,30.328,2011-03-02
1573,11236,The Secret Garden,20.232,1993-08-13
1574,10867,Malena,41.065,2000-03-16
1575,940551,Migration,159.328,2023-12-06
1576,340666,Nocturnal Animals,31.794,2016-11-04
1577,18333,Hour of the Wolf,7.943,1968-02-19
1578,4584,Sense and Sensibility,23.132,1995-12-13
1579,11190,The Return,7.501,2003-06-25
1580,573435,Bad Boys: Ride or Die,282.235,2024-06-05
1581,11031,This Is Spinal Tap,14.616,1984-03-02
1582,7294,The Man Without a Past,9.218,2002-03-01
1583,242,The Godfather Part III,76.114,1990-12-25
1584,758866,Drive My Car,18.523,2021-08-18
1585,644583,The Mauritanian,19.317,2021-02-12
1586,284052,Doctor Strange,58.335,2016-10-25
1587,13689,Peaceful Warrior,11.61,2006-03-30
1588,10400,The Hurricane,21.011,1999-09-17
1589,853,Enemy at the Gates,45.591,2001-02-28
1590,176,Saw,53.984,2004-10-01
1591,762509,Mufasa: The Lion King,2393.715,2024-12-18
1592,429617,Spider-Man: Far From Home,62.724,2019-06-28
1593,13403,Hedwig and the Angry Inch,11.261,2001-07-20
1594,1523,The Last King of Scotland,21.328,2006-01-12
1595,394117,The Florida Project,18.516,2017-10-06
1596,165213,New World,15.033,2013-02-21
1597,137106,The Lego Movie,37.634,2014-02-06
1598,13188,Scrooge,16.94,1951-11-28
1599,10747,The Outlaw Josey Wales,18.254,1976-06-30
1600,823,Jin-Roh: The Wolf Brigade,13.808,1999-11-17
1601,507505,El Angel,9.847,2018-08-09
1602,423108,The Conjuring: The Devil Made Me Do It,57.234,2021-05-25
1603,16305,Sullivan's Travels,8.265,1941-11-30
1604,4232,Scream,48.614,1996-12-20
1605,271706,Big Fish & Begonia,12.884,2016-07-08
1606,9918,Glory Road,13.163,2006-01-13
1607,9461,Enter the Dragon,25.66,1973-08-17
1608,9426,The Fly,35.346,1986-08-15
1609,843527,The Idea of You,93.328,2024-05-02
1610,6003,Romeo and Juliet,22.744,1968-04-02
1611,5123,August Rush,20.134,2007-11-21
1612,2690,Irma la Douce,12.893,1963-06-05
1613,290542,You're Not You,8.832,2014-10-10
1614,10784,Cabaret,15.153,1972-02-13
1615,4024,Last Year at Marienbad,12.297,1961-05-25
1616,1391,Y Tu Mamá También,33.01,2001-06-08
1617,492,Being John Malkovich,19.609,1999-10-29
1618,1360,Frida,15.433,2002-08-29
1619,660000,Lost Illusions,11.484,2021-10-20
1620,637534,The Stronghold,21.756,2021-08-18
1621,94329,The Raid,34.584,2012-03-22
1622,11481,Repulsion,17.18,1965-06-01
1623,876716,Ciao Alberto,16.695,2021-11-11
1624,375785,Then Came You,24.976,2018-12-05
1625,312221,Creed,46.902,2015-11-25
1626,273481,Sicario,62.946,2015-09-17
1627,814,An American Werewolf in London,31.862,1981-08-21
1628,226,Boys Don't Cry,16.034,1999-09-02
1629,736074,"Batman: The Long Halloween, Part Two",11.099,2021-07-26
1630,3009,The Trial,12.094,1962-12-21
1631,771077,Rise,8.307,2022-03-30
1632,12207,The Legend of Drunken Master,23.018,1994-02-03
1633,3085,His Girl Friday,13.854,1940-01-18
1634,794,The Omen,21.922,1976-06-25
1635,13004,Barbie and the Diamond Castle,27.712,2008-09-03
1636,4174,Spellbound,14.606,1945-11-08
1637,638449,The Last Letter from Your Lover,18.942,2021-07-23
1638,380225,Like Crazy,9.35,2016-05-17
1639,217993,Justice League: War,14.791,2014-01-21
1640,639,When Harry Met Sally...,27.863,1989-07-21
1641,484747,Little Tickles,8.247,2018-11-14
1642,26963,The Secret of Kells,14.696,2009-02-09
1643,14092,Ghost in the Shell 2.0,12.304,2008-07-12
1644,11661,Joyeux Noel,13.081,2005-11-09
1645,533444,Waves,25.159,2019-11-15
1646,487670,The Death of Superman,14.998,2018-07-24
1647,87827,Life of Pi,32.924,2012-11-20
1648,1407,La Vie en Rose,11.843,2007-02-14
1649,463257,The Peanut Butter Falcon,17.339,2019-08-09
1650,11545,Rushmore,16.549,1998-12-11
1651,763,Braindead,17.691,1992-08-13
1652,575,The Experiment,12.433,2001-03-08
1653,516486,Greyhound,28.183,2020-07-09
1654,447332,A Quiet Place,73.122,2018-04-03
1655,21832,Neon Genesis Evangelion: Death and Rebirth,13.045,1997-03-15
1656,1359,American Psycho,49.881,2000-04-13
1657,760,The Mad Adventures of Rabbi Jacob,16.081,1973-10-17
1658,432836,Memoir of a Murderer,11.552,2017-09-07
1659,26596,Johnny Guitar,10.696,1954-05-26
1660,813258,Monster Pets: A Hotel Transylvania Short,21.634,2021-04-02
1661,4203,Women on the Verge of a Nervous Breakdown,16.404,1988-03-25
1662,2292,Clerks,17.232,1994-10-19
1663,851303,Waiting for Bojangles,9.646,2021-10-13
1664,659959,Summer of 85,12.925,2020-07-14
1665,273895,Selma,16.771,2014-12-25
1666,76589,Justice League: Doom,17.827,2012-02-28
1667,7249,Futurama: Bender's Big Score,12.009,2007-11-27
1668,388,Inside Man,38.642,2006-03-17
1669,290762,Miss You Already,15.17,2015-09-12
1670,26638,Red Desert,9.552,1964-09-04
1671,37135,Tarzan,58.164,1999-06-18
1672,10474,The Basketball Diaries,30.351,1995-04-21
1673,8681,Taken,94.477,2008-02-18
1674,1847,The Long Goodbye,16.464,1973-03-08
1675,481432,Happy as Lazzaro,10.781,2018-05-31
1676,11416,The Mission,14.981,1986-09-24
1677,10849,The Purple Rose of Cairo,10.295,1985-03-01
1678,10437,The Muppet Christmas Carol,24.129,1992-12-10
1679,4032,My Girl,21.109,1991-11-27
1680,8810,Mad Max 2,30.207,1981-12-24
1681,350,The Devil Wears Prada,58.789,2006-06-29
1682,265180,Leviathan,11.025,2014-09-24
1683,809107,Z-O-M-B-I-E-S 3,15.357,2022-07-09
1684,519010,Pain and Glory,25.203,2019-03-22
1685,37094,Falling Down,26.573,1993-02-26
1686,14433,Zulu,15.988,1964-01-22
1687,11230,Drunken Master,20.642,1978-10-05
1688,2898,As Good as It Gets,19.463,1997-12-19
1689,20982,Naruto Shippuden the Movie,68.406,2007-08-04
1690,13382,Rudolph the Red-Nosed Reindeer,18.569,1964-12-06
1691,675445,PAW Patrol: The Movie,43.109,2021-08-09
1692,274109,Palm Trees in the Snow,18.88,2015-12-25
1693,22803,Law Abiding Citizen,41.066,2009-10-15
1694,2786,Pierrot le Fou,12.695,1965-11-05
1695,20312,Interstate 60,15.633,2002-04-13
1696,18988,The Lion in Winter,12.897,1968-10-30
1697,855,Black Hawk Down,52.769,2001-12-28
1698,621,Grease,48.844,1978-07-07
1699,153,Lost in Translation,35.828,2003-09-18
1700,673595,"Maggie Simpson in ""Playdate with Destiny""",8.004,2020-02-29
1701,339380,On the Basis of Sex,11.155,2018-12-25
1702,45317,The Fighter,22.336,2010-12-10
1703,39356,Boy,10.325,2010-03-25
1704,14736,Love & Basketball,9.704,2000-04-21
1705,4476,Legends of the Fall,29.768,1994-12-23
1706,427,Mon Oncle,9.857,1958-05-10
1707,439584,I Can Quit Whenever I Want 3: Ad Honorem,7.864,2017-11-30
1708,44012,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",11.185,1976-01-21
1709,7863,Shine,12.8,1996-08-15
1710,5723,Once,12.818,2007-03-23
1711,831405,Injustice,14.02,2021-10-09
1712,818647,Through My Window,145.819,2022-02-04
1713,484751,Through the Fire,7.824,2018-11-28
1714,374461,Mr. Church,14.033,2016-09-16
1715,276624,I Am a Hero,22.266,2016-04-23
1716,414425,Mudbound,9.649,2017-11-16
1717,121986,Frances Ha,15.685,2013-05-17
1718,713,The Piano,17.636,1993-05-18
1719,615777,Babylon,57.716,2022-12-22
1720,458131,The Best of Enemies,15.08,2019-04-05
1721,111969,Stuck in Love,20.956,2013-06-14
1722,15080,Only Yesterday,18.607,1991-07-20
1723,10024,My Sister's Keeper,30.416,2009-06-26
1724,1669,The Hunt for Red October,33.747,1990-03-02
1725,508570,The One and Only Ivan,14.785,2020-08-21
1726,9361,The Last of the Mohicans,27.074,1992-08-26
1727,2899,Asterix & Obelix: Mission Cleopatra,27.411,2002-01-30
1728,284054,Black Panther,79.116,2018-02-13
1729,17136,The Woman in the Window,9.036,1944-10-25
1730,1542,Office Space,22.792,1999-02-19
1731,4011,Beetlejuice,57.502,1988-03-30
1732,628,Interview with the Vampire,42.817,1994-11-11
1733,25403,Caro diario,8.988,1993-10-12
1734,476299,Ghostland,26.936,2018-03-14
1735,5967,The Umbrellas of Cherbourg,17.932,1964-02-19
1736,1645,A Time to Kill,23.507,1996-07-24
1737,527,Once Were Warriors,13.766,1994-09-02
1738,457,Sissi,18.604,1955-12-22
1739,376867,Moonlight,26.895,2016-10-21
1740,65754,The Girl with the Dragon Tattoo,43.643,2011-12-14
1741,49020,Submarine,9.688,2011-03-18
1742,9662,The Triplets of Belleville,12.444,2003-06-11
1743,491584,Burning,18.473,2018-05-17
1744,39148,Dragon Ball: The Path to Power,13.722,1996-03-04
1745,874300,South Park: Post COVID: The Return of COVID,9.659,2021-12-16
1746,460555,Operation Red Sea,21.369,2018-02-16
1747,46838,Tucker and Dale vs. Evil,14.488,2010-01-22
1748,25866,The Sucker,12.985,1965-03-24
1749,17474,The Man in the Moon,17.325,1991-09-30
1750,1923,Twin Peaks: Fire Walk with Me,36.266,1992-06-03
1751,140,Bad Education,18.265,2004-03-19
1752,370172,No Time to Die,65.252,2021-09-29
1753,8356,An Affair to Remember,12.728,1957-07-11
1754,249164,If I Stay,19.393,2014-08-21
1755,16320,Serenity,26.815,2005-09-25
1756,1245,The Remains of the Day,15.475,1993-11-05
1757,876792,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,28.201,2022-11-25
1758,406385,I Can Quit Whenever I Want 2: Masterclass,6.538,2017-02-02
1759,88273,A Royal Affair,13.714,2012-03-29
1760,37799,The Social Network,55.444,2010-10-01
1761,11644,Blow Out,15.702,1981-07-24
1762,425909,Ghostbusters: Afterlife,31.013,2021-11-18
1763,508763,A Dog's Way Home,22.029,2019-01-10
1764,408647,Teen Titans: The Judas Contract,17.356,2017-03-31
1765,11881,Miracle on 34th Street,19.208,1947-06-04
1766,9462,The Way of the Dragon,22.351,1972-12-30
1767,801112,Kidnapped,10.519,2023-05-25
1768,818750,The In Between,24.618,2022-02-11
1769,710356,2 Hearts,20.381,2020-10-16
1770,64682,The Great Gatsby,44.586,2013-05-09
1771,58,Pirates of the Caribbean: Dead Man's Chest,85.523,2006-07-06
1772,303483,Once in a Lifetime,5.234,2014-12-03
1773,245913,Pelé: Birth of a Legend,12.715,2016-05-06
1774,100271,A Letter to Momo,9.791,2012-04-21
1775,19100,Those Happy Days,9.922,2006-06-28
1776,13321,Lifeboat,9.906,1944-01-28
1777,13199,American Me,12.194,1992-03-13
1778,433247,First They Killed My Father,12.375,2017-02-18
1779,377263,Frantz,9.485,2016-09-07
1780,307081,Southpaw,44.3,2015-03-24
1781,157354,Fruitvale Station,14.868,2013-07-26
1782,81188,Rise of the Guardians,54.485,2012-11-21
1783,4133,Blow,21.369,2001-04-04
1784,595975,La Belle Époque,11.432,2019-11-06
1785,1116,The Wind That Shakes the Barley,14.724,2006-06-23
1786,1151534,Nowhere,51.633,2023-09-29
1787,740441,Unlocked,18.304,2023-02-17
1788,80278,The Impossible,36.268,2012-09-09
1789,829280,Enola Holmes 2,20.437,2022-11-30
1790,570661,The Collini Case,10.726,2019-04-18
1791,1427,Perfume: The Story of a Murderer,35.317,2006-09-13
1792,649,Belle de Jour,16.689,1967-05-24
1793,425,Ice Age,75.552,2002-03-10
1794,912598,Bubble,14.246,2022-02-14
1795,843847,Jerry & Marge Go Large,22.812,2022-10-20
1796,387426,Okja,20.712,2017-06-28
1797,22164,Blood and Bone,35.479,2009-02-07
1798,756,Fantasia,27.799,1940-11-13
1799,17681,Scooby-Doo! and the Witch's Ghost,23.749,1999-10-05
1800,3110,Shane,20.551,1953-04-23
1801,840,Close Encounters of the Third Kind,22.722,1977-12-14
1802,672208,A Hero,8.141,2021-12-15
1803,508947,Turning Red,74.813,2022-03-10
1804,49051,The Hobbit: An Unexpected Journey,76.197,2012-12-12
1805,24182,"Dearest Relatives, Poisonous Relations",7.363,1992-03-26
1806,14283,The Red Violin,13.329,1998-09-10
1807,2757,Adaptation.,20.247,2002-12-06
1808,184,Jackie Brown,32.645,1997-12-25
1809,116,Match Point,23.187,2005-10-26
1810,2756,The Abyss,32.805,1989-08-09
1811,318846,The Big Short,32.47,2015-12-11
1812,37211,Scooby-Doo! and the Reluctant Werewolf,15.841,1988-11-13
1813,12311,Mutiny on the Bounty,9.73,1935-11-22
1814,4147,Road to Perdition,25.247,2002-07-12
1815,2252,Eastern Promises,24.185,2007-09-14
1816,459151,The Boss Baby: Family Business,56.772,2021-07-01
1817,451048,Jungle Cruise,47.841,2021-07-28
1818,399404,Darkest Hour,22.865,2017-11-22
1819,178682,The Wizards Return: Alex vs. Alex,15.003,2013-06-01
1820,7862,The Counterfeiters,7.84,2007-03-22
1821,2291,Jacob's Ladder,19.098,1990-11-02
1822,1083862,Resident Evil: Death Island,36.587,2023-06-22
1823,624479,Superman II: The Richard Donner Cut,16.76,2006-11-02
1824,293670,The Wailing,35.254,2016-05-12
1825,205220,Philomena,17.595,2013-11-01
1826,17529,True Grit,18.891,1969-06-11
1827,417320,Descendants 2,43.684,2017-07-21
1828,258893,Scooby-Doo! WrestleMania Mystery,14.651,2014-03-11
1829,6949,"What's Up, Doc?",10.453,1972-03-09
1830,16307,The Wicker Man,21.858,1973-12-06
1831,12716,My Father's Glory,7.214,1990-08-29
1832,1052,Blow-Up,16.934,1966-12-18
1833,489930,Blindspotting,12.755,2018-07-20
1834,11206,Wait Until Dark,14.024,1967-10-26
1835,10144,The Little Mermaid,75.661,1989-11-17
1836,180,Minority Report,35.774,2002-06-20
1837,755339,Just Another Christmas,7.739,2020-12-03
1838,560057,The Sea Beast,31.602,2022-06-24
1839,77016,End of Watch,33.317,2012-09-20
1840,14645,Santa Claus Is a Stinker,10.026,1982-08-25
1841,985,Eraserhead,32.57,1977-09-28
1842,297,Meet Joe Black,61.019,1998-11-12
1843,544401,Cherry,38.2,2021-02-26
1844,118406,Road to Ninja: Naruto the Movie,48.862,2012-07-28
1845,14534,Rudy,19.305,1993-09-17
1846,11901,High Plains Drifter,17.426,1973-04-19
1847,488,The African Queen,15.346,1952-01-07
1848,931102,Ride On,20.636,2023-04-07
1849,360365,Tini: The New Life of Violetta,10.011,2016-05-04
1850,9504,Glengarry Glen Ross,15.781,1992-09-10
1851,3766,The Lady from Shanghai,12.648,1947-12-24
1852,302528,Remember,11.832,2015-10-23
1853,140823,Saving Mr. Banks,16.238,2013-11-29
1854,21484,Possession,25.883,1981-05-27
1855,1554,Down by Law,10.411,1986-09-20
1856,658,Goldfinger,29.628,1964-09-20
1857,493529,Dungeons & Dragons: Honor Among Thieves,52.871,2023-03-23
1858,381288,Split,46.982,2017-01-19
1859,57361,The Yellow Sea,10.173,2010-12-22
1860,6644,El Dorado,18.154,1966-12-17
1861,704,A Hard Day's Night,13.786,1964-07-07
1862,260,The 39 Steps,17.498,1935-06-06
1863,38528,Horse Fever,6.036,1976-10-29
1864,289222,The Zookeeper's Wife,16.808,2017-03-24
1865,37775,"Bianco, rosso e Verdone",6.538,1981-02-20
1866,14638,The Killers,14.045,1946-08-30
1867,594,The Terminal,38.533,2004-06-17
1868,377,A Nightmare on Elm Street,56.391,1984-10-31
1869,82690,Wreck-It Ralph,50.632,2012-11-01
1870,64847,Belladonna of Sadness,14.781,1973-06-30
1871,12776,Johnny Stecchino,7.809,1991-10-24
1872,11589,Kelly's Heroes,16.194,1970-06-22
1873,866398,The Beekeeper,161.821,2024-01-08
1874,433498,Papillon,21.383,2017-09-07
1875,72478,Suicide Room,8.619,2011-03-04
1876,28055,Blood and Black Lace,8.149,1964-04-10
1877,15255,Undisputed II: Last Man Standing,37.404,2006-04-11
1878,10647,Pay It Forward,18.962,2000-10-20
1879,705996,Decision to Leave,38.071,2022-06-29
1880,621013,Chemical Hearts,14.777,2020-08-21
1881,212167,Patema Inverted,15.016,2013-11-09
1882,15764,Sophie's Choice,15.79,1982-12-08
1883,11710,The Enigma of Kaspar Hauser,7.862,1974-11-01
1884,663260,Black Box,16.814,2021-09-08
1885,169881,The Physician,17.996,2013-12-25
1886,33701,French Fried Vacation 2,12.132,1979-11-22
1887,3089,Red River,19.272,1948-08-26
1888,2798,Oscar,8.209,1967-10-11
1889,2134,The Time Machine,17.099,1960-05-25
1890,228,The Blue Angel,15.817,1930-04-01
1891,13183,Watchmen,44.588,2009-03-04
1892,75656,Now You See Me,49.633,2013-05-29
1893,10975,Operation Condor,21.043,1991-02-07
1894,2841,A Very Long Engagement,12.035,2004-10-27
1895,2056,The Station Agent,13.979,2003-12-05
1896,964980,Air,24.398,2023-04-05
1897,522369,Sorry We Missed You,10.71,2019-10-04
1898,9090,"To Wong Foo, Thanks for Everything! Julie Newmar",86.479,1995-09-07
1899,874,A Man for All Seasons,14.11,1966-12-13
1900,759,Gentlemen Prefer Blondes,13.645,1953-07-14
1901,615643,Minari,19.862,2021-02-12
1902,416477,The Big Sick,21.221,2017-03-30
1903,342737,20th Century Women,13.603,2016-12-28
1904,36208,A Dog's Life,7.31,1918-04-14
1905,5548,RoboCop,38.153,1987-07-17
1906,66125,Red Dog,11.977,2011-08-04
1907,27275,G.O.R.A.,8.472,2004-11-12
1908,10549,Hamlet,16.052,1996-12-25
1909,615666,A Boy Called Christmas,16.754,2021-11-24
1910,603661,The Hating Game,32.771,2021-12-09
1911,34647,Enter the Void,18.723,2009-06-17
1912,634544,Uncle Frank,14.221,2020-11-25
1913,587792,Palm Springs,26.102,2020-07-10
1914,324552,John Wick: Chapter 2,79.969,2017-02-08
1915,315635,Spider-Man: Homecoming,89.673,2017-07-05
1916,49361,Don't Torture a Duckling,9.55,1972-09-29
1917,15003,Chocolate,12.175,2008-02-06
1918,1056360,American Fiction,26.53,2023-11-10
1919,297270,Tinker Bell and the Legend of the NeverBeast,42.26,2014-12-12
1920,132363,The Butler,16.071,2013-08-16
1921,31522,A Woman Is a Woman,6.893,1961-09-06
1922,7452,"The Cook, the Thief, His Wife & Her Lover",14.432,1989-10-13
1923,88,Dirty Dancing,29.081,1987-08-21
1924,407449,Lucky,13.905,2017-09-29
1925,191714,The Lunchbox,11.348,2013-09-20
1926,61791,Rise of the Planet of the Apes,50.954,2011-08-03
1927,9065,Europa,7.868,1991-06-27
1928,119450,Dawn of the Planet of the Apes,56.344,2014-07-08
1929,14447,A Matter of Loaf and Death,26.414,2008-12-25
1930,802,Lolita,24.249,1962-06-13
1931,429174,Loveless,8.87,2017-06-01
1932,9589,Christiane F.,15.649,1981-04-02
1933,7979,The Kite Runner,14.839,2007-12-14
1934,6404,Nosferatu the Vampyre,47.875,1979-01-17
1935,2666,Dark City,21.051,1998-02-27
1936,470,21 Grams,17.947,2003-09-06
1937,504608,Rocketman,18.47,2019-05-17
1938,82695,Les Misérables,28.31,2012-12-18
1939,965,The Magnificent Ambersons,11.524,1942-07-10
1940,122917,The Hobbit: The Battle of the Five Armies,110.52,2014-12-10
1941,54138,Star Trek Into Darkness,32.056,2013-05-05
1942,43316,All That Heaven Allows,9.759,1955-12-25
